99.884,0.76021
99.884,0.76021
99.884,0.76021
99.884,0.75746
99.884,0.75422
99.884,0.75422
99.884,0.75487
99.884,0.75487
99.884,0.76037
99.884,0.76037
99.884,0.76037
99.884,0.7615
99.884,0.7615
99.884,0.76344
99.884,0.76102
99.884,0.76102
100,0.7615
100,0.76247
100,0.7628
100,0.7628
100,0.7628
100,0.7628
100,0.81472
100,0.81472
100,1.0815
100,1.1407
100,1.1407
100,1.1407
100,1.1438
100,1.1438
100,1.1434
100,1.1434
100,0.80308
100,0.80308
100,0.77849
100,0.75099
100,0.74193
100,0.73416
100,0.72624
100,0.72624
100,0.72818
99.963,0.72397
99.963,0.72397
99.963,0.72397
99.963,0.72511
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.73061
99.963,0.72818
99.963,0.72219
99.963,0.72074
99.963,0.72074
99.963,0.72025
99.963,0.72025
99.963,0.72025
99.963,0.72025
99.843,0.71912
99.843,0.71912
99.843,0.71912
99.843,0.7188
99.843,0.71977
99.843,0.72122
99.843,0.72122
99.843,0.72608
99.843,0.72608
99.843,0.72608
99.843,0.72608
99.843,0.72608
99.843,0.73012
99.843,0.72656
99.843,0.72656
99.843,0.72818
99.843,0.73465
99.843,0.74177
99.843,0.74112
99.843,0.74322
99.843,0.74322
99.843,0.74905
99.843,0.74969
99.843,0.75002
99.843,0.75002
99.843,0.75002
99.843,0.75002
99.843,0.75584
99.843,0.75584
99.843,0.75714
99.843,0.75714
99.843,0.75924
99.843,0.76393
99.843,0.76393
99.843,0.76393
99.843,0.76393
99.843,0.76458
99.843,0.76458
100.08,0.76458
100.08,0.76652
100.08,0.76765
100.08,0.76765
100.08,0.77622
100.08,0.77622
100.08,0.78011
100.08,0.77752
100.08,0.77752
100.08,0.7793
100.08,0.7793
100.08,0.7793
100.08,0.7793
100.08,0.78415
100.08,0.78544
100.08,0.78544
100.08,0.78205
100.08,0.78917
100.08,0.79062
100.08,0.78997
100.08,0.78997
100.08,0.79224
100.08,0.79224
100.08,0.79337
99.963,0.79337
99.963,0.79337
99.963,0.79337
99.963,0.79337
99.963,0.79402
99.963,0.79402
99.963,0.79402
99.963,0.79806
99.963,0.79806
99.963,0.79806
99.963,0.79968
99.963,0.80647
99.963,0.80647
99.963,0.80712
99.963,0.80712
99.963,1.113
99.963,1.113
99.963,1.113
99.963,1.1383
99.963,1.1383
99.963,1.1438
99.963,1.1438
99.963,1.1438
99.963,1.1457
99.963,1.1434
99.963,1.1434
99.963,0.86228
