rosbagTimestamp,layout,dim,data_offset,data
1549701251278503701,,[],0,"[103.41183471679688, 1.3123177289962769]"
1549701251278552856,,[],0,"[103.41183471679688, 1.2223756313323975]"
1549701251279039971,,[],0,"[103.73475646972656, 1.2864351272583008]"
1549701251279285938,,[],0,"[103.73475646972656, 1.2864351272583008]"
1549701251279660767,,[],0,"[103.73475646972656, 1.2864351272583008]"
1549701251279766570,,[],0,"[103.73475646972656, 1.2864351272583008]"
1549701251279963492,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251280074789,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251280243929,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251280369919,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251280533230,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251280832438,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251280929169,,[],0,"[103.73475646972656, 1.3448327779769897]"
1549701251281007981,,[],0,"[103.73475646972656, 1.1930959224700928]"
1549701251281486100,,[],0,"[103.73475646972656, 1.1930959224700928]"
1549701251281596422,,[],0,"[103.73475646972656, 1.1930959224700928]"
1549701251281829405,,[],0,"[103.73475646972656, 1.4698783159255981]"
1549701251281856659,,[],0,"[103.73475646972656, 1.4698783159255981]"
1549701251281874462,,[],0,"[103.73475646972656, 1.4698783159255981]"
1549701251281904598,,[],0,"[103.73475646972656, 1.4698783159255981]"
1549701251282390343,,[],0,"[103.73475646972656, 1.2594201564788818]"
1549701251282399919,,[],0,"[103.73475646972656, 1.2594201564788818]"
1549701251282417545,,[],0,"[103.73475646972656, 1.2594201564788818]"
1549701251282440099,,[],0,"[103.73475646972656, 1.355994701385498]"
1549701251282445051,,[],0,"[103.73475646972656, 1.0926389694213867]"
1549701251282452222,,[],0,"[103.73475646972656, 1.0926389694213867]"
1549701251282460358,,[],0,"[103.73475646972656, 1.0926389694213867]"
1549701251282602094,,[],0,"[103.73475646972656, 1.0926389694213867]"
