%time,field.layout.data_offset,field.data0,field.data1
1547109932502568012,0,99.5603408813,-0.0315789468586
1547109932509117045,0,99.5199127197,-0.0315789468586
1547109932516384123,0,99.5603408813,-0.00789473671466
1547109932523617932,0,99.5603408813,-0.0473684221506
1547109932529482892,0,99.5603408813,-0.0473684221506
1547109932535867529,0,99.5603408813,0.0263157896698
1547109932542696789,0,99.440864563,0.118421055377
1547109932549421861,0,99.5603408813,0.118421055377
1547109932555815966,0,99.6798171997,0.118421055377
1547109932562509902,0,99.5603408813,-0.228947371244
1547109932569539355,0,99.5603408813,-0.228947371244
1547109932575948924,0,99.5603408813,-0.0605263151228
1547109932582828855,0,99.5199127197,-0.0605263151228
1547109932589933081,0,99.5603408813,0.426315784454
1547109932596264131,0,99.5199127197,0.263157904148
1547109932602842149,0,99.5199127197,0.263157904148
1547109932609406378,0,99.5603408813,0.221052631736
1547109932616159135,0,99.600769043,0.197368428111
1547109932622611711,0,99.5199127197,0.197368428111
1547109932629290268,0,99.6798171997,0.228947371244
1547109932636309440,0,99.5199127197,0.284210532904
1547109932643029325,0,99.5603408813,0.284210532904
1547109932649503216,0,99.5603408813,0.247368425131
1547109932656171579,0,99.5199127197,0.247368425131
1547109932662828155,0,99.5603408813,0.431578934193
1547109932669532496,0,99.5199127197,0.471052616835
1547109932675980743,0,99.5199127197,0.471052616835
1547109932682536031,0,99.5199127197,0.434210538864
1547109932689156935,0,99.6798171997,0.213157892227
1547109932696653666,0,99.5199127197,0.213157892227
1547109932702751853,0,99.600769043,0.142105266452
1547109932709667093,0,99.5199127197,0.142105266452
1547109932716458875,0,99.5603408813,-0.181578949094
1547109932723077245,0,99.5199127197,-0.144736841321
1547109932729442634,0,99.5603408813,-0.144736841321
1547109932736573496,0,99.5603408813,0.0605263151228
1547109932742562342,0,99.5603408813,0.276315778494
1547109932749547661,0,99.5603408813,0.276315778494
1547109932756037158,0,99.5603408813,0.236842110753
1547109932762783556,0,99.5603408813,0.236842110753
1547109932769358644,0,99.7202987671,-0.0184210520238
1547109932775947754,0,99.5199127197,-0.236842110753
1547109932782609004,0,99.5603408813,-0.236842110753
1547109932789349152,0,99.600769043,0.239473685622
1547109932796163171,0,99.5199127197,0.176315784454
1547109932802887897,0,99.5199127197,0.176315784454
1547109932809353955,0,99.5603408813,-0.0131578948349
1547109932816747287,0,99.641204834,0.0421052649617
