%time,field.layout.data_offset,field.data0,field.data1
1547109989234413113,0,99.240737915,-0.610526323318
1547109989241217808,0,99.240737915,-0.357894748449
1547109989249293552,0,99.240737915,-0.357894748449
1547109989255046311,0,99.319732666,-0.852631568909
1547109989261791986,0,99.319732666,-0.621052622795
1547109989267862456,0,99.3601074219,-0.621052622795
1547109989275032742,0,99.3601074219,-0.723684191704
1547109989281317000,0,99.2793502808,-0.723684191704
1547109989287844443,0,99.2004089355,-0.800000011921
1547109989294517420,0,99.240737915,-0.871052622795
1547109989301467974,0,99.240737915,-0.871052622795
1547109989308156160,0,99.240737915,-0.723684191704
1547109989314714143,0,99.319732666,-0.723684191704
1547109989321397717,0,99.2004089355,-0.623684227467
1547109989327969044,0,99.2004089355,-0.560526311398
1547109989334791213,0,99.2004089355,-0.560526311398
1547109989341039617,0,99.3601074219,-0.415789484978
1547109989347813494,0,99.2004089355,-0.439473688602
1547109989354745631,0,99.2004089355,-0.439473688602
1547109989361123328,0,99.240737915,-0.542105257511
1547109989367940224,0,99.240737915,-0.542105257511
1547109989374521661,0,99.240737915,-0.342105269432
1547109989381401495,0,99.240737915,-0.628947377205
1547109989388389253,0,99.2004089355,-0.628947377205
1547109989394632489,0,99.240737915,-0.607894718647
1547109989401188007,0,99.240737915,-0.59736841917
1547109989408310829,0,99.4004974365,-0.59736841917
1547109989414583279,0,99.3601074219,-0.928947389126
1547109989421309028,0,99.3601074219,-0.5
1547109989427943049,0,99.2810668945,-0.5
1547109989434419778,0,99.4004974365,-0.20000000298
1547109989441565654,0,99.2004089355,-0.20000000298
1547109989447872592,0,99.240737915,-0.318421065807
1547109989454696911,0,99.240737915,-0.723684191704
1547109989461496403,0,99.2004089355,-0.723684191704
1547109989467868799,0,99.240737915,-0.702631592751
1547109989474751619,0,99.319732666,-0.797368407249
1547109989481114684,0,99.240737915,-0.797368407249
1547109989488168541,0,99.3601074219,-0.592105269432
1547109989494697789,0,99.2810668945,-0.592105269432
1547109989501629582,0,99.2810668945,-0.310526311398
1547109989507866439,0,99.240737915,-0.323684215546
1547109989514539725,0,99.2004089355,-0.323684215546
1547109989521242592,0,99.2004089355,-0.642105281353
1547109989528049222,0,99.2004089355,-0.64473682642
1547109989535048859,0,99.2004089355,-0.64473682642
1547109989541806351,0,99.240737915,-0.539473712444
1547109989548278249,0,99.240737915,-0.589473664761
1547109989555369256,0,99.319732666,-0.589473664761
1547109989561265464,0,99.2004089355,-0.173684209585
1547109989567692227,0,99.2004089355,-0.157894730568
1547109989574438387,0,99.2004089355,-0.157894730568
1547109989581517059,0,99.2004089355,-0.468421041965
1547109989588374447,0,99.240737915,-0.468421041965
